"","OBJECTID","TAG","LU_NSWCode","LU_NSWMajo","LU_NSWDeta","LU_SCALDCo","LU_ALUM4Co","LU_ALUM5Co","LU_ALUM6Co","LU_ALUMMaj","LU_ALUMDet","Source","SourceScal","SourceDate","Reliabilit","LU_Mapping","Shape_Leng","Shape_Area","LU_ALUM7Co","LandUse"
"107",45257,"129I","129I","Cropping","Cotton - irrigated","a0c","4.4.6","4.3.6","4.3.6","Irrigated cropping","Irrigated cotton","air photo","1:50,000",2003-05-11,3,NA,0.13175988835,0.00033964402,"4.3.6",5
"108",205391,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00325895737,7.9777e-07,"6.2.0",14
"109",205392,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00372656246,1.01991e-06,"6.2.0",14
"110",205393,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00309475783,6.2012e-07,"6.2.0",14
"111",32943,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.01348508108,8.2822e-06,"3.3.0",6
"112",84270,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00672598045,1.77883e-06,"2.1.0",21
"113",43210,"12","12","River & Drainage System","River, creek or other incised drainage feature; includes cowals in western NSW","g6l","6.3.0","6.3.0","6.3.0","River","River","air photo","1:50,000",2003-07-29,3,2004-10-18,0.6889566037,0.00018901581,"6.3.0",43
"114",32945,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.0296671463,2.791476e-05,"3.3.0",6
"115",32947,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.07713917698,0.00021948502,"3.3.0",6
"116",205399,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-05-11,3,NA,0.00172251349,1.8094e-07,"6.2.0",14
"117",205400,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00335992797,8.0256e-07,"6.2.0",14
"118",43214,"12","12","River & Drainage System","River, creek or other incised drainage feature; includes cowals in western NSW","g6l","6.3.0","6.3.0","6.3.0","River","River","air photo","1:50,000",2003-07-29,3,2004-10-18,0.64180842546,6.084442e-05,"6.3.0",43
"119",32949,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.01423941637,7.52118e-06,"3.3.0",6
"120",205401,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00387425208,8.7914e-07,"6.2.0",14
"121",43218,"12","12","River & Drainage System","River, creek or other incised drainage feature; includes cowals in western NSW","g6l","6.3.0","6.3.0","6.3.0","River","River","air photo","1:50,000",2003-07-29,3,2004-10-18,0.78734068375,8.055634e-05,"6.3.0",43
"122",223882,"83","83","Grazing","Degraded land (salt site, eroded area)","nsg","1.3.4","1.3.4","3.6.1","Land in transition","Degraded land","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00734493833,3.15176e-06,"3.6.1",11
"123",361444,"4L","4L","Grazing","Volunteer, naturalised, native or improved pastures, with previous evidence of cultivation","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:25,000",2001-11-01,3,NA,0.01847101949,1.503836e-05,"3.2.1",57
"124",205406,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.0031102634,7.0129e-07,"6.2.0",14
"125",84280,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01900083866,1.030401e-05,"2.1.0",21
"126",32955,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.01606688964,1.074494e-05,"3.3.0",6
"127",32956,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","air photo","1:50,000",2003-05-11,3,NA,0.09079306828,0.0002629984,"3.3.0",6
"128",205408,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00208287327,3.2234e-07,"6.2.0",14
"129",43223,"12","12","River & Drainage System","River, creek or other incised drainage feature; includes cowals in western NSW","g6l","6.3.0","6.3.0","6.3.0","River","River","air photo","1:50,000",2003-07-29,3,2004-10-18,0.57668619781,0.00010377085,"6.3.0",43
"130",205410,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00392579108,1.1051e-06,"6.2.0",14
"131",43226,"12","12","River & Drainage System","River, creek or other incised drainage feature; includes cowals in western NSW","g6l","6.3.0","6.3.0","6.3.0","River","River","air photo","1:50,000",2003-07-29,3,2004-10-18,0.34490985163,3.296063e-05,"6.3.0",43
"132",32961,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","air photo","1:50,000",2003-05-11,3,NA,0.00594557532,1.81653e-06,"3.3.0",6
"133",205413,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00382552128,1.07264e-06,"6.2.0",14
"134",84287,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01765067356,3.35447e-06,"2.1.0",21
"135",32962,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.05464411001,0.00010700471,"3.3.0",6
"136",205415,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01065962308,6.38408e-06,"6.2.0",14
"137",223892,"83","83","Grazing","Degraded land (salt site, eroded area)","nsg","1.3.4","1.3.4","3.6.1","Land in transition","Degraded land","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00459124854,1.17346e-06,"3.6.1",11
"138",84291,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00315973852,6.5366e-07,"2.1.0",21
"139",223896,"83","83","Grazing","Degraded land (salt site, eroded area)","nsg","1.3.4","1.3.4","3.6.1","Land in transition","Degraded land","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01684672685,7.59482e-06,"3.6.1",11
"140",84293,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00880119813,4.85973e-06,"2.1.0",21
"141",59657,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-05-11,3,NA,0.01684526732,7.68939e-06,"2.1.0",22
"142",32968,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.05497641514,6.780631e-05,"3.3.0",6
"143",43234,"12","12","River & Drainage System","River, creek or other incised drainage feature; includes cowals in western NSW","g6l","6.3.0","6.3.0","6.3.0","River","River","air photo","1:50,000",2003-07-29,3,2004-10-18,0.59053158083,8.680559e-05,"6.3.0",43
"144",84295,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00808733691,3.02389e-06,"2.1.0",21
"145",43235,"12","12","River & Drainage System","River, creek or other incised drainage feature; includes cowals in western NSW","g6l","6.3.0","6.3.0","6.3.0","River","River","air photo","1:50,000",2003-07-29,3,2004-10-18,0.99745946603,0.00010324061,"6.3.0",43
"146",32970,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.01215171601,7.52716e-06,"3.3.0",6
"147",205422,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00292932189,6.2761e-07,"6.2.0",14
"148",84296,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.04066761424,1.312079e-05,"2.1.0",21
"149",43236,"12","12","River & Drainage System","River, creek or other incised drainage feature; includes cowals in western NSW","g6l","6.3.0","6.3.0","6.3.0","River","River","air photo","1:50,000",2001-08-15,3,2004-09-13,0.89759211592,6.278652e-05,"6.3.0",43
"150",32971,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.01834198506,1.354155e-05,"3.3.0",6
"151",205424,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00269566682,4.9067e-07,"6.2.0",14
"152",32973,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.07851376513,0.00019788723,"3.3.0",6
"153",205426,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01391669503,8.43749e-06,"6.2.0",14
"154",223903,"83","83","Grazing","Degraded land (salt site, eroded area)","nsg","1.3.4","1.3.4","3.6.1","Land in transition","Degraded land","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01671411819,1.322496e-05,"3.6.1",11
"155",365571,"NP","NP","Conservation Area","National park","nsg","1.1.3","1.1.3","1.1.3","Nature conservation","National park","air photo","1:25,000",2001-11-01,3,NA,0.43944596026,0.00420200623,"1.1.3",34
"156",223904,"83","83","Grazing","Degraded land (salt site, eroded area)","nsg","1.3.4","1.3.4","3.6.1","Land in transition","Degraded land","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01591312742,6.92306e-06,"3.6.1",11
"157",43241,"12","12","River & Drainage System","River, creek or other incised drainage feature; includes cowals in western NSW","g6l","6.3.0","6.3.0","6.3.0","River","River","air photo","1:50,000",2001-08-15,3,2006-09-28,0.33229104974,3.463981e-05,"6.3.0",43
"158",32977,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.06205929614,0.00011195825,"3.3.0",6
"159",84304,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.01873807462,6.52704e-06,"2.1.0",21
"160",59668,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-05-11,3,NA,0.00533964541,1.75304e-06,"2.1.0",22
"161",32979,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.01608545069,1.454702e-05,"3.3.0",6
"162",205431,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00560747796,1.80666e-06,"6.2.0",14
"163",223908,"83","83","Grazing","Degraded land (salt site, eroded area)","nsg","1.3.4","1.3.4","3.6.1","Land in transition","Degraded land","air photo","1:50,000",2003-07-29,3,2004-10-18,0.09451865583,0.0001043759,"3.6.1",11
"164",32980,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.17569446149,0.00049148543,"3.3.0",6
"165",84306,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-05-11,3,NA,0.06521383865,1.253159e-05,"2.1.0",21
"166",205433,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-05-11,3,NA,0.01536262573,4.93088e-06,"6.2.0",14
"167",223910,"83","83","Grazing","Degraded land (salt site, eroded area)","nsg","1.3.4","1.3.4","3.6.1","Land in transition","Degraded land","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00827626281,3.52581e-06,"3.6.1",11
"168",205434,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00443366824,1.25343e-06,"6.2.0",14
"169",84309,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00591408392,1.69788e-06,"2.1.0",21
"170",205436,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00395565495,1.07413e-06,"6.2.0",14
"171",32985,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.00909095459,5.12474e-06,"3.3.0",6
"172",32986,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.02284914402,3.403276e-05,"3.3.0",6
"173",205438,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00291981852,5.7021e-07,"6.2.0",14
"174",205439,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.0058307757,2.15358e-06,"6.2.0",14
"175",223916,"83","83","Grazing","Degraded land (salt site, eroded area)","nsg","1.3.4","1.3.4","3.6.1","Land in transition","Degraded land","air photo","1:50,000",2003-07-29,3,2004-10-18,0.118293038,0.00030604468,"3.6.1",11
"176",32988,"1","1","Cropping","Cropping - continuous or rotation","a0a","3.4.0","3.3.0","3.3.0","Cropping","Cropping","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.04268813161,0.000102055,"3.3.0",6
"177",84314,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2001-08-15,3,2004-09-13,0.02614146416,1.560401e-05,"2.1.0",21
"178",223918,"83","83","Grazing","Degraded land (salt site, eroded area)","nsg","1.3.4","1.3.4","3.6.1","Land in transition","Degraded land","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00945197383,2.11193e-06,"3.6.1",11
"179",297835,"117F","117F","Conservation Area","Wide road reserve or TSR, heavily timbered but with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","air photo","1:25,000",2001-11-01,3,NA,0.11232900792,0.00011764,"1.3.2",59
"180",84316,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2001-08-15,3,2004-09-13,0.01499190621,4.94431e-06,"2.1.0",21
